1472738688,48.8645,2.3829
1472739123,48.8639,2.3825
1472739224,48.8631,2.3864
1472739710,48.8618,2.404
1472800730,49.0035,2.5638
1472804736,48.8715,2.3865
1472805563,48.8717,2.3863
1472805566,48.8716,2.3864
1472805572,48.8716,2.3865
1472805973,48.8689,2.3877
1472806012,48.8688,2.3877
1472807311,48.8687,2.3877
1472807350,48.8688,2.3877
1472807354,48.8687,2.3877
1472807562,48.8685,2.3849
1472807839,48.8691,2.3804
1472809795,48.8877,2.3376
1472809889,48.8876,2.3375
1472811653,48.8875,2.3374
1472811666,48.8874,2.3373
1472814283,48.8652,2.4072
1472821258,48.8651,2.4071
1472821261,48.8651,2.4072
1472821275,48.8652,2.4073
1472822070,48.8497,2.4161
1472827807,48.8499,2.4166
1472827827,48.8499,2.4165
1472830881,48.8551,2.4153
1472831439,48.8522,2.4173
1472839799,48.8634,2.3403
1472845059,48.8664,2.3798
1472845066,48.8665,2.3802
1472845207,48.8648,2.3851
1472845273,48.8635,2.3868
1472846025,48.8498,2.4162
1472846514,48.8647,2.4057
1472847696,48.8647,2.4055
1472847711,48.8648,2.4056
1472847713,48.8648,2.4057
1472847720,48.8649,2.4057
1472847721,48.8649,2.4058
1472848008,48.8619,2.4041
1472887567,48.8643,2.4058
1472887575,48.8645,2.4052
1472888149,48.8493,2.4161
1472890092,48.8493,2.4162
1472890486,48.8521,2.4174
1472892641,48.8551,2.4157
1472897894,48.8608,2.3546
1472898894,48.8607,2.3549
1472898897,48.8608,2.3549
1472899294,48.8629,2.3546
1472907270,48.8537,2.3474
1472917464,48.8601,2.3234
1472918522,48.8427,2.3219
1472921860,48.8534,2.29
1472923223,48.8701,2.3044
1472923345,48.8679,2.3002
1472924036,48.8785,2.2825
1472930709,48.8875,2.291
1472932162,48.8619,2.4041
1472973727,48.8495,2.4163
1472975263,48.8494,2.4163
1472980883,47.8208,1.6413
1472982146,47.8207,1.6414
1472986183,47.1668,0.6302
1472993986,46.2965,-0.3784
1472994039,46.2965,-0.3783
1472994755,46.2965,-0.3782
1472994748,46.2965,-0.3783
1472994757,46.2965,-0.3782
1472994780,46.2967,-0.378
1472995734,46.2966,-0.3781
1472995746,46.2967,-0.3781
1473002420,44.8892,-0.5649
1473063575,45.0377,0.3697
1473065207,45.0378,0.3699
1473066509,45.1431,0.4119
1473067687,45.1431,0.412
1473067683,45.1431,0.4119
1473067781,45.143,0.412
1473070763,45.1844,0.7158
1473075745,45.1842,0.7156
1473076805,45.1849,0.7737
1473078142,45.1849,0.7738
1473078391,45.1858,0.7751
1473082718,45.5415,1.5086
1473084256,45.5414,1.5085
1473090554,47.0903,1.8445
1473091808,47.0902,1.8445
1473101562,48.8649,2.3728
1473102884,48.8653,2.3726
1473103052,48.866,2.3782
1473103079,48.8665,2.3803
1473103125,48.8672,2.3831
1473103197,48.8692,2.3806
1473104212,48.8652,2.3728
1473105418,48.8651,2.3731
1473105524,48.8645,2.3789
1473105535,48.8642,2.3805
1473105552,48.864,2.3817
1473105575,48.863,2.3864
1473105813,48.8648,2.4055
1473106982,48.8652,2.4059
1473107010,48.8648,2.4056
1473107332,48.8619,2.4041
1473140423,48.8655,2.3866
1473140432,48.8652,2.3855
1473140522,48.864,2.3811
1473140536,48.8644,2.3787
1473140782,48.8651,2.3728
1473143634,48.8651,2.3727
1473143636,48.8652,2.3728
1473147266,48.8832,2.3455
1473147589,48.8826,2.3424
1473148605,48.8826,2.3421
1473149429,48.8958,2.3464
1473150855,49.0707,2.553
1473151145,49.0706,2.553
1473151142,49.0707,2.553
1473152211,49.0709,2.553
1473159629,50.8965,3.1769
1473162248,51.2057,3.2172
1473170682,51.188,3.1063
1473172044,51.2312,2.9125
1473192653,49.0714,2.5514
1473193028,49.0712,2.5515
1473193773,49.0712,2.5516
1473196147,48.8659,2.3782
1473196164,48.8663,2.3799
1473196206,48.8672,2.3831
1473196253,48.8691,2.3805
1473196642,48.8743,2.3894
1473201340,48.8652,2.4061
1473201934,48.8651,2.4061
1473202329,48.8618,2.4041
1473228066,48.8738,2.3877
1473230303,48.8737,2.3876
1473230886,48.8775,2.3951
1473234895,49.0034,2.5642
1473241614,48.8618,2.404
1473251139,48.8637,2.3868
1473251156,48.865,2.3852
1473251328,48.8651,2.3842
